Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.381014109,-7.68874287e-12,5.64834372e-05,-5.64833535e-05
0.382014143,-6.87961363e-12,5.66302697e-05,-5.66301787e-05
0.383014176,-5.86760762e-12,5.65380178e-05,-5.65379232e-05
0.384014237,-4.65292301e-12,5.61990491e-05,-5.61989509e-05
0.38501427,-3.13431941e-12,5.5606517e-05,-5.56064151e-05
0.386014304,-1.31179681e-12,5.47544441e-05,-5.47543386e-05
0.387014337,8.14644576e-13,5.36377993e-05,-5.36376938e-05
0.388014371,3.14376476e-12,5.22525734e-05,-5.22524715e-05
0.389014404,5.37184273e-12,5.05956959e-05,-5.05955941e-05
0.390014437,7.59972293e-12,4.86651988e-05,-4.86651006e-05
0.391014499,9.72636208e-12,4.64602672e-05,-4.64601762e-05
0.392014532,1.16503231e-11,4.39813011e-05,-4.39812175e-05
0.393014565,1.34726475e-11,4.12297777e-05,-4.12296977e-05
0.394014599,1.50922937e-11,3.82083963e-05,-3.82083199e-05
0.395014632,1.70150647e-11,3.49213551e-05,-3.49212823e-05
0.396014666,1.93422032e-11,3.13740093e-05,-3.13739438e-05
0.397014699,2.20736086e-11,2.75729381e-05,-2.7572878e-05
0.398014732,2.51587605e-11,2.35260304e-05,-2.35259758e-05
0.399014793,2.84460962e-11,1.92427906e-05,-1.92427415e-05
0.400014827,3.16829098e-11,1.47338906e-05,-1.47338478e-05
0.40101486,3.46669186e-11,1.00111538e-05,-1.00111192e-05
0.402014894,3.71453736e-11,5.0880144e-06,-5.08798848e-06
0.403014927,3.88275002e-11,-2.07739124e-08,2.07898285e-08
0.40401496,3.95126223e-11,-5.29937233e-06,5.29937779e-06
0.405014994,3.9146842e-11,-1.07305532e-05,1.07305486e-05
0.406015027,3.78075904e-11,-1.62959077e-05,1.62958931e-05
0.407015088,3.57095326e-11,-2.19756985e-05,2.19756748e-05
0.408015122,3.31813015e-11,-2.77492582e-05,2.77492272e-05
0.409015155,3.0652772e-11,-3.35947152e-05,3.35946788e-05
0.410015188,2.85284123e-11,-3.94892159e-05,3.94891722e-05
0.411015222,2.71116428e-11,-4.5408935e-05,4.54088877e-05
0.412015255,2.64025642e-11,-5.13291125e-05,5.13290579e-05
0.413015289,2.66032613e-11,-5.72241224e-05,5.72240569e-05
0.41401535,2.71068862e-11,-6.30678041e-05,6.30677314e-05
0.415015383,2.80146791e-11,-6.88332657e-05,6.88331857e-05
0.416015417,2.85175113e-11,-7.44930148e-05,7.44929275e-05
